employee_id,date,check_in,check_out,working_hours,late,status
EMP026,2025-01-10,09:08:00,17:29:36,8.36,No,Present
EMP026,2025-01-13,09:11:00,17:51:12,8.67,No,Present
EMP026,2025-01-14,09:09:00,18:15:36,9.11,No,Present
EMP026,2025-01-15,09:30:00,19:08:24,9.64,Yes,Present
EMP026,2025-01-16,09:02:00,16:48:12,7.77,No,Present
EMP026,2025-01-17,09:31:00,17:19:00,7.8,Yes,Present
EMP026,2025-01-20,09:16:00,17:25:36,8.16,Yes,Present
EMP026,2025-01-21,09:02:00,17:58:24,8.94,No,Present
EMP026,2025-01-22,09:33:00,19:06:36,9.56,Yes,Present
EMP026,2025-01-23,09:23:00,17:35:36,8.21,Yes,Present
EMP026,2025-01-24,09:29:00,18:58:24,9.49,Yes,Present
EMP026,2025-01-27,09:02:00,18:47:00,9.75,No,Present
EMP026,2025-01-28,09:20:00,16:48:12,7.47,Yes,Present
EMP026,2025-01-29,09:33:00,18:24:00,8.85,Yes,Present
EMP026,2025-01-30,09:17:00,18:39:12,9.37,Yes,Present
EMP026,2025-01-31,09:16:00,17:58:00,8.7,Yes,Present
EMP026,2025-02-03,09:11:00,17:21:48,8.18,No,Present
EMP026,2025-02-04,09:24:00,17:33:00,8.15,Yes,Present
EMP026,2025-02-05,09:04:00,17:36:24,8.54,No,Present
EMP026,2025-02-10,09:24:00,19:07:48,9.73,Yes,Present
EMP026,2025-02-11,09:14:00,17:46:24,8.54,No,Present
EMP026,2025-02-12,09:22:00,18:41:12,9.32,Yes,Present
EMP026,2025-02-13,09:22:00,17:50:12,8.47,Yes,Present
EMP026,2025-02-14,09:30:00,19:00:36,9.51,Yes,Present
EMP026,2025-02-17,09:00:00,17:30:00,8.5,No,Present
EMP026,2025-02-18,09:08:00,17:28:24,8.34,No,Present
EMP026,2025-02-19,09:14:00,16:38:00,7.4,No,Present
EMP026,2025-02-21,09:17:00,17:02:00,7.75,Yes,Present
EMP026,2025-02-24,09:11:00,16:47:36,7.61,No,Present
EMP026,2025-02-25,09:07:00,18:02:12,8.92,No,Present
EMP026,2025-02-26,09:26:00,18:44:36,9.31,Yes,Present
EMP026,2025-02-27,09:07:00,17:34:00,8.45,No,Present
EMP026,2025-02-28,09:30:00,17:57:00,8.45,Yes,Present
EMP027,2025-01-01,09:10:00,18:02:48,8.88,No,Present
EMP027,2025-01-02,09:26:00,16:41:36,7.26,Yes,Present
EMP027,2025-01-03,09:02:00,16:33:48,7.53,No,Present
EMP027,2025-01-06,09:10:00,16:43:00,7.55,No,Present
EMP027,2025-01-07,09:32:00,16:50:00,7.3,Yes,Present
EMP027,2025-01-08,09:09:00,16:30:00,7.35,No,Present
EMP027,2025-01-09,09:16:00,18:52:00,9.6,Yes,Present
EMP027,2025-01-10,09:33:00,19:14:24,9.69,Yes,Present
EMP027,2025-01-13,09:01:00,18:29:48,9.48,No,Present
EMP027,2025-01-14,09:18:00,18:57:36,9.66,Yes,Present
EMP027,2025-01-15,09:13:00,17:35:12,8.37,No,Present
EMP027,2025-01-16,09:30:00,18:57:00,9.45,Yes,Present
EMP027,2025-01-17,09:10:00,16:56:12,7.77,No,Present
EMP027,2025-01-20,09:26:00,18:11:36,8.76,Yes,Present
EMP027,2025-01-21,09:11:00,18:00:12,8.82,No,Present
EMP027,2025-01-22,09:32:00,17:25:24,7.89,Yes,Present
EMP027,2025-01-23,09:21:00,18:57:00,9.6,Yes,Present
EMP027,2025-01-24,09:04:00,16:52:00,7.8,No,Present
EMP027,2025-01-27,09:24:00,16:56:24,7.54,Yes,Present
EMP027,2025-01-28,09:01:00,16:44:48,7.73,No,Present
EMP027,2025-01-29,09:32:00,18:30:48,8.98,Yes,Present
EMP027,2025-01-30,09:09:00,17:55:12,8.77,No,Present
EMP027,2025-01-31,09:11:00,17:37:24,8.44,No,Present
EMP027,2025-02-03,09:02:00,18:30:48,9.48,No,Present
EMP027,2025-02-04,09:34:00,18:04:36,8.51,Yes,Present
EMP027,2025-02-05,09:07:00,16:33:24,7.44,No,Present
EMP027,2025-02-06,09:08:00,18:41:00,9.55,No,Present
EMP027,2025-02-07,09:34:00,18:55:00,9.35,Yes,Present
EMP027,2025-02-10,09:27:00,18:00:36,8.56,Yes,Present
EMP027,2025-02-11,09:23:00,18:51:12,9.47,Yes,Present
EMP027,2025-02-12,09:33:00,17:52:12,8.32,Yes,Present
EMP027,2025-02-13,09:30:00,18:45:00,9.25,Yes,Present
EMP027,2025-02-14,09:24:00,17:30:36,8.11,Yes,Present
EMP027,2025-02-17,09:06:00,17:24:36,8.31,No,Present
EMP027,2025-02-18,09:16:00,17:42:24,8.44,Yes,Present
EMP027,2025-02-19,09:14:00,18:48:12,9.57,No,Present
EMP027,2025-02-20,09:05:00,17:01:24,7.94,No,Present
EMP027,2025-02-21,09:34:00,17:49:36,8.26,Yes,Present
EMP027,2025-02-24,09:12:00,16:24:36,7.21,No,Present
EMP027,2025-02-25,09:00:00,17:42:00,8.7,No,Present
EMP027,2025-02-26,09:07:00,17:40:00,8.55,No,Present
EMP027,2025-02-27,09:24:00,18:18:00,8.9,Yes,Present
EMP027,2025-02-28,09:20:00,17:35:36,8.26,Yes,Present
EMP028,2025-01-01,09:06:00,16:42:00,7.6,No,Present
EMP028,2025-01-02,09:16:00,17:08:48,7.88,Yes,Present
EMP028,2025-01-03,09:34:00,17:52:00,8.3,Yes,Present
EMP028,2025-01-06,09:23:00,18:10:24,8.79,Yes,Present
EMP028,2025-01-07,09:25:00,18:34:36,9.16,Yes,Present
EMP028,2025-01-08,09:26:00,18:04:24,8.64,Yes,Present
EMP028,2025-01-09,09:35:00,18:02:00,8.45,Yes,Present
EMP028,2025-01-10,09:23:00,18:02:00,8.65,Yes,Present
EMP028,2025-01-13,09:30:00,17:21:36,7.86,Yes,Present
EMP028,2025-01-14,09:19:00,18:01:00,8.7,Yes,Present
EMP028,2025-01-15,09:25:00,18:31:36,9.11,Yes,Present
EMP028,2025-01-16,09:07:00,18:15:24,9.14,No,Present
EMP028,2025-01-17,09:28:00,18:42:24,9.24,Yes,Present
EMP028,2025-01-20,09:10:00,16:37:36,7.46,No,Present
EMP028,2025-01-21,09:32:00,17:46:24,8.24,Yes,Present
EMP028,2025-01-22,09:21:00,18:37:48,9.28,Yes,Present
EMP028,2025-01-23,09:03:00,16:40:12,7.62,No,Present
EMP028,2025-01-24,09:00:00,18:17:24,9.29,No,Present
EMP028,2025-01-27,09:09:00,17:34:48,8.43,No,Present
EMP028,2025-01-28,09:27:00,16:52:48,7.43,Yes,Present
EMP028,2025-01-29,09:16:00,17:02:48,7.78,Yes,Present
EMP028,2025-01-30,09:05:00,17:51:48,8.78,No,Present
EMP028,2025-01-31,09:24:00,19:01:12,9.62,Yes,Present
EMP028,2025-02-03,09:25:00,18:13:00,8.8,Yes,Present
EMP028,2025-02-04,09:33:00,17:29:24,7.94,Yes,Present
EMP028,2025-02-05,09:03:00,18:42:36,9.66,No,Present
EMP028,2025-02-06,09:11:00,18:02:36,8.86,No,Present
EMP028,2025-02-07,09:28:00,16:41:48,7.23,Yes,Present
EMP028,2025-02-10,09:33:00,17:29:24,7.94,Yes,Present
EMP028,2025-02-11,09:02:00,18:16:24,9.24,No,Present
EMP028,2025-02-12,09:32:00,18:04:24,8.54,Yes,Present
EMP028,2025-02-13,09:14:00,18:02:00,8.8,No,Present
EMP028,2025-02-14,09:02:00,17:10:24,8.14,No,Present
EMP028,2025-02-17,09:00:00,18:44:24,9.74,No,Present
EMP028,2025-02-21,09:05:00,18:52:24,9.79,No,Present
EMP028,2025-02-24,09:25:00,17:32:12,8.12,Yes,Present
EMP028,2025-02-25,09:25:00,17:40:00,8.25,Yes,Present
EMP028,2025-02-26,09:12:00,17:45:00,8.55,No,Present
EMP028,2025-02-27,09:04:00,18:39:24,9.59,No,Present
EMP028,2025-02-28,09:35:00,17:31:24,7.94,Yes,Present
EMP029,2025-01-01,09:35:00,19:09:48,9.58,Yes,Present
EMP029,2025-01-02,09:22:00,17:28:00,8.1,Yes,Present
EMP029,2025-01-03,09:17:00,17:04:24,7.79,Yes,Present
EMP029,2025-01-06,09:12:00,17:34:48,8.38,No,Present
EMP029,2025-01-07,09:25:00,18:06:24,8.69,Yes,Present
EMP029,2025-01-08,09:16:00,16:55:36,7.66,Yes,Present
EMP029,2025-01-09,09:32:00,17:00:48,7.48,Yes,Present
EMP029,2025-01-10,09:04:00,17:34:36,8.51,No,Present
EMP029,2025-01-13,09:21:00,19:00:36,9.66,Yes,Present
EMP029,2025-01-14,09:32:00,19:13:24,9.69,Yes,Present
EMP029,2025-01-15,09:34:00,18:52:36,9.31,Yes,Present
EMP029,2025-01-16,09:16:00,18:16:00,9.0,Yes,Present
EMP029,2025-01-17,09:24:00,18:03:36,8.66,Yes,Present
EMP029,2025-01-20,09:15:00,18:25:12,9.17,No,Present
EMP029,2025-01-21,09:29:00,18:27:12,8.97,Yes,Present
EMP029,2025-01-22,09:01:00,17:28:00,8.45,No,Present
EMP029,2025-01-23,09:16:00,16:38:48,7.38,Yes,Present
EMP029,2025-01-24,09:14:00,18:11:36,8.96,No,Present
EMP029,2025-01-27,09:14:00,18:30:48,9.28,No,Present
EMP029,2025-01-28,09:26:00,19:06:48,9.68,Yes,Present
EMP029,2025-01-29,09:33:00,18:08:24,8.59,Yes,Present
EMP029,2025-01-30,09:16:00,17:07:00,7.85,Yes,Present
EMP029,2025-01-31,09:05:00,17:19:24,8.24,No,Present
EMP029,2025-02-03,09:21:00,16:45:00,7.4,Yes,Present
EMP029,2025-02-04,09:11:00,17:37:24,8.44,No,Present
EMP029,2025-02-05,09:22:00,17:08:12,7.77,Yes,Present
EMP029,2025-02-06,09:17:00,16:57:48,7.68,Yes,Present
EMP029,2025-02-07,09:12:00,17:42:00,8.5,No,Present
EMP029,2025-02-10,09:12:00,17:00:36,7.81,No,Present
EMP029,2025-02-11,09:15:00,18:43:12,9.47,No,Present
EMP029,2025-02-12,09:13:00,17:01:00,7.8,No,Present
EMP029,2025-02-13,09:15:00,18:37:12,9.37,No,Present
EMP029,2025-02-14,09:22:00,16:58:36,7.61,Yes,Present
EMP029,2025-02-17,09:06:00,16:36:36,7.51,No,Present
EMP029,2025-02-18,09:05:00,18:02:36,8.96,No,Present
EMP029,2025-02-19,09:31:00,18:19:00,8.8,Yes,Present
EMP029,2025-02-20,09:34:00,19:15:24,9.69,Yes,Present
EMP029,2025-02-21,09:30:00,17:40:12,8.17,Yes,Present
EMP029,2025-02-25,09:20:00,17:48:48,8.48,Yes,Present
EMP029,2025-02-26,09:17:00,17:45:48,8.48,Yes,Present
EMP029,2025-02-27,09:32:00,17:27:48,7.93,Yes,Present
EMP029,2025-02-28,09:14:00,18:23:00,9.15,No,Present
EMP030,2025-01-01,09:08:00,16:28:24,7.34,No,Present
EMP030,2025-01-02,09:27:00,17:53:24,8.44,Yes,Present
EMP030,2025-01-03,09:34:00,16:50:48,7.28,Yes,Present
EMP030,2025-01-06,09:22:00,17:35:12,8.22,Yes,Present
EMP030,2025-01-07,09:11:00,17:34:24,8.39,No,Present
EMP030,2025-01-08,09:07:00,18:08:12,9.02,No,Present
EMP030,2025-01-09,09:29:00,17:30:12,8.02,Yes,Present
EMP030,2025-01-10,09:00:00,16:13:48,7.23,No,Present
EMP030,2025-01-13,09:13:00,17:24:24,8.19,No,Present
EMP030,2025-01-14,09:06:00,17:09:00,8.05,No,Present
EMP030,2025-01-15,09:16:00,16:57:24,7.69,Yes,Present
EMP030,2025-01-16,09:16:00,17:05:12,7.82,Yes,Present
EMP030,2025-01-17,09:30:00,19:11:24,9.69,Yes,Present
EMP030,2025-01-20,09:21:00,17:30:00,8.15,Yes,Present
EMP030,2025-01-21,09:31:00,17:49:00,8.3,Yes,Present
EMP030,2025-01-22,09:26:00,18:27:12,9.02,Yes,Present
EMP030,2025-01-23,09:23:00,17:32:00,8.15,Yes,Present
EMP030,2025-01-24,09:25:00,17:20:48,7.93,Yes,Present
EMP030,2025-01-27,09:11:00,17:52:24,8.69,No,Present
EMP030,2025-01-28,09:14:00,18:33:12,9.32,No,Present
EMP030,2025-01-29,09:17:00,18:34:24,9.29,Yes,Present
EMP030,2025-01-30,09:35:00,17:54:12,8.32,Yes,Present
EMP030,2025-01-31,09:24:00,17:06:36,7.71,Yes,Present
EMP030,2025-02-03,09:09:00,17:34:48,8.43,No,Present
EMP030,2025-02-04,09:00:00,16:39:36,7.66,No,Present
EMP030,2025-02-05,09:31:00,17:04:00,7.55,Yes,Present
EMP030,2025-02-06,09:33:00,18:08:24,8.59,Yes,Present
EMP030,2025-02-07,09:20:00,18:34:24,9.24,Yes,Present
EMP030,2025-02-10,09:19:00,17:10:00,7.85,Yes,Present
EMP030,2025-02-11,09:03:00,17:17:24,8.24,No,Present
EMP030,2025-02-12,09:10:00,16:31:36,7.36,No,Present
EMP030,2025-02-13,09:16:00,17:42:24,8.44,Yes,Present
EMP030,2025-02-14,09:06:00,17:28:12,8.37,No,Present
EMP030,2025-02-17,09:21:00,17:13:48,7.88,Yes,Present
EMP030,2025-02-18,09:23:00,18:02:36,8.66,Yes,Present
EMP030,2025-02-19,09:16:00,17:21:24,8.09,Yes,Present
EMP030,2025-02-20,09:26:00,16:57:12,7.52,Yes,Present
EMP030,2025-02-21,09:12:00,17:54:00,8.7,No,Present
EMP030,2025-02-24,09:34:00,17:13:00,7.65,Yes,Present
EMP030,2025-02-25,09:18:00,17:25:12,8.12,Yes,Present
EMP030,2025-02-26,09:32:00,18:00:12,8.47,Yes,Present
EMP030,2025-02-27,09:28:00,18:58:36,9.51,Yes,Present
EMP030,2025-02-28,09:24:00,18:12:00,8.8,Yes,Present
EMP031,2025-01-01,09:29:00,18:19:24,8.84,Yes,Present
EMP031,2025-01-02,09:09:00,18:36:36,9.46,No,Present
EMP031,2025-01-03,09:21:00,17:39:00,8.3,Yes,Present
EMP031,2025-01-06,09:25:00,18:49:36,9.41,Yes,Present
EMP031,2025-01-07,09:04:00,16:28:36,7.41,No,Present
EMP031,2025-01-08,09:21:00,17:08:24,7.79,Yes,Present
EMP031,2025-01-09,09:20:00,18:14:00,8.9,Yes,Present
EMP031,2025-01-10,09:17:00,18:03:12,8.77,Yes,Present
EMP031,2025-01-13,09:25:00,17:19:36,7.91,Yes,Present
EMP031,2025-01-14,09:28:00,18:41:48,9.23,Yes,Present
EMP031,2025-01-15,09:23:00,18:31:24,9.14,Yes,Present
EMP031,2025-01-16,09:33:00,19:15:36,9.71,Yes,Present
EMP031,2025-01-17,09:26:00,17:04:24,7.64,Yes,Present
EMP031,2025-01-21,09:01:00,16:32:48,7.53,No,Present
EMP031,2025-01-22,09:15:00,18:10:12,8.92,No,Present
EMP031,2025-01-23,09:05:00,16:50:00,7.75,No,Present
EMP031,2025-01-24,09:25:00,16:53:12,7.47,Yes,Present
EMP031,2025-01-27,09:04:00,18:42:24,9.64,No,Present
EMP031,2025-01-28,09:30:00,18:07:48,8.63,Yes,Present
EMP031,2025-01-29,09:01:00,18:13:00,9.2,No,Present
EMP031,2025-01-31,09:33:00,18:44:24,9.19,Yes,Present
EMP031,2025-02-03,09:05:00,16:33:12,7.47,No,Present
EMP031,2025-02-04,09:09:00,16:34:12,7.42,No,Present
EMP031,2025-02-05,09:24:00,17:24:00,8.0,Yes,Present
EMP031,2025-02-06,09:15:00,18:22:12,9.12,No,Present
EMP031,2025-02-07,09:28:00,18:17:48,8.83,Yes,Present
EMP031,2025-02-10,09:08:00,17:42:12,8.57,No,Present
EMP031,2025-02-11,09:10:00,16:26:12,7.27,No,Present
EMP031,2025-02-12,09:22:00,18:48:24,9.44,Yes,Present
EMP031,2025-02-13,09:20:00,18:47:00,9.45,Yes,Present
EMP031,2025-02-14,09:29:00,19:12:48,9.73,Yes,Present
EMP031,2025-02-17,09:34:00,19:11:48,9.63,Yes,Present
EMP031,2025-02-18,09:35:00,17:56:36,8.36,Yes,Present
EMP031,2025-02-24,09:34:00,17:13:36,7.66,Yes,Present
EMP031,2025-02-25,09:29:00,18:19:24,8.84,Yes,Present
EMP031,2025-02-26,09:27:00,18:00:36,8.56,Yes,Present
EMP031,2025-02-27,09:34:00,17:34:36,8.01,Yes,Present
EMP031,2025-02-28,09:22:00,17:49:00,8.45,Yes,Present
EMP032,2025-01-01,09:14:00,18:31:24,9.29,No,Present
EMP032,2025-01-02,09:28:00,17:28:00,8.0,Yes,Present
EMP032,2025-01-03,09:26:00,17:18:48,7.88,Yes,Present
EMP032,2025-01-06,09:19:00,16:32:48,7.23,Yes,Present
EMP032,2025-01-07,09:33:00,18:52:12,9.32,Yes,Present
EMP032,2025-01-08,09:08:00,17:13:24,8.09,No,Present
EMP032,2025-01-09,09:30:00,18:05:24,8.59,Yes,Present
EMP032,2025-01-10,09:31:00,19:10:36,9.66,Yes,Present
EMP032,2025-01-13,09:30:00,17:28:48,7.98,Yes,Present
EMP032,2025-01-14,09:27:00,18:43:12,9.27,Yes,Present
EMP032,2025-01-15,09:14:00,18:30:12,9.27,No,Present
EMP032,2025-01-16,09:35:00,17:45:12,8.17,Yes,Present
EMP032,2025-01-17,09:26:00,18:55:24,9.49,Yes,Present
EMP032,2025-01-20,09:27:00,17:40:48,8.23,Yes,Present
EMP032,2025-01-21,09:10:00,18:13:36,9.06,No,Present
EMP032,2025-01-22,09:24:00,18:45:00,9.35,Yes,Present
EMP032,2025-01-23,09:14:00,17:06:48,7.88,No,Present
EMP032,2025-01-24,09:27:00,18:16:48,8.83,Yes,Present
EMP032,2025-01-27,09:33:00,18:44:24,9.19,Yes,Present
EMP032,2025-01-28,09:17:00,17:13:24,7.94,Yes,Present
EMP032,2025-01-29,09:34:00,18:52:00,9.3,Yes,Present
EMP032,2025-01-30,09:26:00,17:07:24,7.69,Yes,Present
EMP032,2025-01-31,09:04:00,16:44:12,7.67,No,Present
EMP032,2025-02-03,09:18:00,16:47:24,7.49,Yes,Present
EMP032,2025-02-04,09:29:00,18:17:36,8.81,Yes,Present
EMP032,2025-02-05,09:17:00,18:18:12,9.02,Yes,Present
EMP032,2025-02-06,09:31:00,17:12:24,7.69,Yes,Present
EMP032,2025-02-07,09:01:00,16:37:00,7.6,No,Present
EMP032,2025-02-10,09:34:00,16:49:36,7.26,Yes,Present
EMP032,2025-02-11,09:06:00,17:01:48,7.93,No,Present
EMP032,2025-02-12,09:08:00,18:11:36,9.06,No,Present
EMP032,2025-02-13,09:00:00,16:48:36,7.81,No,Present
EMP032,2025-02-14,09:09:00,16:23:24,7.24,No,Present
EMP032,2025-02-17,09:13:00,17:18:24,8.09,No,Present
EMP032,2025-02-18,09:19:00,18:33:24,9.24,Yes,Present
EMP032,2025-02-19,09:31:00,19:18:24,9.79,Yes,Present
EMP032,2025-02-20,09:29:00,18:29:36,9.01,Yes,Present
EMP032,2025-02-21,09:02:00,17:05:36,8.06,No,Present
EMP032,2025-02-24,09:09:00,16:30:00,7.35,No,Present
EMP032,2025-02-25,09:25:00,16:48:24,7.39,Yes,Present
EMP032,2025-02-26,09:30:00,17:10:12,7.67,Yes,Present
EMP032,2025-02-27,09:16:00,18:35:12,9.32,Yes,Present
EMP032,2025-02-28,09:00:00,16:31:12,7.52,No,Present
EMP033,2025-01-01,09:15:00,17:27:00,8.2,No,Present
EMP033,2025-01-02,09:28:00,17:18:24,7.84,Yes,Present
EMP033,2025-01-03,09:02:00,16:45:12,7.72,No,Present
EMP033,2025-01-06,09:06:00,17:39:00,8.55,No,Present
EMP033,2025-01-07,09:13:00,17:38:48,8.43,No,Present
EMP033,2025-01-08,09:19:00,18:56:48,9.63,Yes,Present
EMP033,2025-01-09,09:10:00,18:00:24,8.84,No,Present
EMP033,2025-01-10,09:02:00,18:10:24,9.14,No,Present
EMP033,2025-01-13,09:35:00,18:08:00,8.55,Yes,Present
EMP033,2025-01-15,09:16:00,17:43:00,8.45,Yes,Present
EMP033,2025-01-16,09:19:00,17:02:12,7.72,Yes,Present
EMP033,2025-01-17,09:03:00,18:30:00,9.45,No,Present
EMP033,2025-01-20,09:13:00,18:56:48,9.73,No,Present
EMP033,2025-01-21,09:15:00,18:06:00,8.85,No,Present
EMP033,2025-01-22,09:20:00,16:34:24,7.24,Yes,Present
EMP033,2025-01-23,09:17:00,18:00:12,8.72,Yes,Present
EMP033,2025-01-24,09:25:00,18:40:00,9.25,Yes,Present
EMP033,2025-01-27,09:00:00,18:43:12,9.72,No,Present
EMP033,2025-01-28,09:30:00,18:29:24,8.99,Yes,Present
EMP033,2025-01-29,09:09:00,17:19:12,8.17,No,Present
EMP033,2025-01-30,09:05:00,16:56:00,7.85,No,Present
EMP033,2025-01-31,09:31:00,16:57:24,7.44,Yes,Present
EMP033,2025-02-03,09:21:00,18:58:12,9.62,Yes,Present
EMP033,2025-02-04,09:03:00,16:24:36,7.36,No,Present
EMP033,2025-02-05,09:09:00,18:10:12,9.02,No,Present
EMP033,2025-02-06,09:06:00,16:37:48,7.53,No,Present
EMP033,2025-02-07,09:14:00,17:15:12,8.02,No,Present
EMP033,2025-02-10,09:35:00,18:50:00,9.25,Yes,Present
EMP033,2025-02-11,09:22:00,18:39:24,9.29,Yes,Present
EMP033,2025-02-12,09:28:00,18:34:36,9.11,Yes,Present
EMP033,2025-02-13,09:01:00,18:00:24,8.99,No,Present
EMP033,2025-02-14,09:22:00,18:26:48,9.08,Yes,Present
EMP033,2025-02-17,09:16:00,18:48:24,9.54,Yes,Present
EMP033,2025-02-18,09:31:00,18:33:24,9.04,Yes,Present
EMP033,2025-02-19,09:35:00,17:33:12,7.97,Yes,Present
EMP033,2025-02-20,09:31:00,17:12:24,7.69,Yes,Present
EMP033,2025-02-21,09:11:00,17:47:36,8.61,No,Present
EMP033,2025-02-24,09:20:00,18:26:00,9.1,Yes,Present
EMP033,2025-02-25,09:17:00,18:44:36,9.46,Yes,Present
EMP033,2025-02-26,09:35:00,17:12:12,7.62,Yes,Present
EMP033,2025-02-27,09:33:00,17:09:00,7.6,Yes,Present
EMP033,2025-02-28,09:18:00,18:37:48,9.33,Yes,Present
EMP034,2025-01-01,09:34:00,17:43:00,8.15,Yes,Present
EMP034,2025-01-02,09:00:00,18:13:12,9.22,No,Present
EMP034,2025-01-03,09:32:00,17:43:24,8.19,Yes,Present
EMP034,2025-01-06,09:11:00,18:41:00,9.5,No,Present
EMP034,2025-01-07,09:23:00,18:36:12,9.22,Yes,Present
EMP034,2025-01-08,09:15:00,17:16:48,8.03,No,Present
EMP034,2025-01-09,09:04:00,17:58:36,8.91,No,Present
EMP034,2025-01-10,09:34:00,18:53:48,9.33,Yes,Present
EMP034,2025-01-13,09:12:00,17:45:36,8.56,No,Present
EMP034,2025-01-14,09:31:00,18:42:24,9.19,Yes,Present
EMP034,2025-01-15,09:09:00,17:56:24,8.79,No,Present
EMP034,2025-01-16,09:20:00,17:36:12,8.27,Yes,Present
EMP034,2025-01-17,09:20:00,16:49:24,7.49,Yes,Present
EMP034,2025-01-20,09:33:00,18:27:36,8.91,Yes,Present
EMP034,2025-01-21,09:02:00,18:24:12,9.37,No,Present
EMP034,2025-01-22,09:08:00,16:47:36,7.66,No,Present
EMP034,2025-01-23,09:02:00,16:45:48,7.73,No,Present
EMP034,2025-01-24,09:31:00,17:13:00,7.7,Yes,Present
EMP034,2025-01-27,09:02:00,17:42:48,8.68,No,Present
EMP034,2025-01-28,09:24:00,18:18:36,8.91,Yes,Present
EMP034,2025-01-29,09:33:00,18:22:12,8.82,Yes,Present
EMP034,2025-01-30,09:16:00,16:35:48,7.33,Yes,Present
EMP034,2025-01-31,09:14:00,18:00:48,8.78,No,Present
EMP034,2025-02-03,09:04:00,16:17:48,7.23,No,Present
EMP034,2025-02-04,09:13:00,18:07:00,8.9,No,Present
EMP034,2025-02-05,09:05:00,17:30:12,8.42,No,Present
EMP034,2025-02-06,09:03:00,17:11:24,8.14,No,Present
EMP034,2025-02-07,09:26:00,18:46:24,9.34,Yes,Present
EMP034,2025-02-11,09:03:00,18:23:24,9.34,No,Present
EMP034,2025-02-12,09:17:00,17:51:48,8.58,Yes,Present
EMP034,2025-02-13,09:04:00,18:26:12,9.37,No,Present
EMP034,2025-02-14,09:04:00,18:43:36,9.66,No,Present
EMP034,2025-02-17,09:33:00,17:00:00,7.45,Yes,Present
EMP034,2025-02-18,09:14:00,17:48:48,8.58,No,Present
EMP034,2025-02-19,09:12:00,16:54:00,7.7,No,Present
EMP034,2025-02-20,09:15:00,17:55:48,8.68,No,Present
EMP034,2025-02-21,09:11:00,17:50:00,8.65,No,Present
EMP034,2025-02-24,09:35:00,17:51:48,8.28,Yes,Present
EMP034,2025-02-25,09:06:00,18:17:24,9.19,No,Present
EMP034,2025-02-26,09:22:00,18:19:00,8.95,Yes,Present
EMP034,2025-02-27,09:27:00,18:57:00,9.5,Yes,Present
EMP034,2025-02-28,09:10:00,18:25:36,9.26,No,Present
EMP035,2025-01-01,09:35:00,17:49:24,8.24,Yes,Present
EMP035,2025-01-03,09:21:00,18:15:36,8.91,Yes,Present
EMP035,2025-01-06,09:34:00,19:22:00,9.8,Yes,Present
EMP035,2025-01-07,09:28:00,19:05:48,9.63,Yes,Present
EMP035,2025-01-10,09:20:00,17:57:48,8.63,Yes,Present
EMP035,2025-01-13,09:20:00,18:44:00,9.4,Yes,Present
EMP035,2025-01-14,09:26:00,18:37:24,9.19,Yes,Present
EMP035,2025-01-15,09:27:00,18:48:00,9.35,Yes,Present
EMP035,2025-01-16,09:20:00,18:06:48,8.78,Yes,Present
EMP035,2025-01-17,09:34:00,17:19:36,7.76,Yes,Present
EMP035,2025-01-20,09:35:00,19:11:36,9.61,Yes,Present
EMP035,2025-01-21,09:16:00,17:24:24,8.14,Yes,Present
EMP035,2025-01-22,09:28:00,17:49:36,8.36,Yes,Present
EMP035,2025-01-23,09:25:00,16:37:00,7.2,Yes,Present
EMP035,2025-01-24,09:02:00,18:47:36,9.76,No,Present
EMP035,2025-01-27,09:01:00,17:34:00,8.55,No,Present
EMP035,2025-01-28,09:19:00,16:32:12,7.22,Yes,Present
EMP035,2025-01-29,09:14:00,16:59:36,7.76,No,Present
EMP035,2025-01-30,09:20:00,16:35:36,7.26,Yes,Present
EMP035,2025-01-31,09:17:00,18:52:24,9.59,Yes,Present
EMP035,2025-02-03,09:32:00,18:11:00,8.65,Yes,Present
EMP035,2025-02-04,09:09:00,16:36:00,7.45,No,Present
EMP035,2025-02-05,09:29:00,17:36:12,8.12,Yes,Present
EMP035,2025-02-06,09:08:00,17:01:24,7.89,No,Present
EMP035,2025-02-07,09:15:00,17:03:36,7.81,No,Present
EMP035,2025-02-10,09:19:00,16:45:24,7.44,Yes,Present
EMP035,2025-02-11,09:25:00,18:05:48,8.68,Yes,Present
EMP035,2025-02-12,09:13:00,18:19:36,9.11,No,Present
EMP035,2025-02-13,09:20:00,18:35:36,9.26,Yes,Present
EMP035,2025-02-14,09:11:00,17:39:12,8.47,No,Present
EMP035,2025-02-17,09:06:00,17:51:00,8.75,No,Present
EMP035,2025-02-18,09:19:00,16:37:00,7.3,Yes,Present
EMP035,2025-02-19,09:24:00,16:48:00,7.4,Yes,Present
EMP035,2025-02-20,09:03:00,18:39:00,9.6,No,Present
EMP035,2025-02-21,09:21:00,17:27:00,8.1,Yes,Present
EMP035,2025-02-24,09:27:00,17:43:48,8.28,Yes,Present
EMP035,2025-02-25,09:07:00,18:34:36,9.46,No,Present
EMP035,2025-02-26,09:14:00,18:22:24,9.14,No,Present
EMP035,2025-02-27,09:00:00,17:51:00,8.85,No,Present
EMP035,2025-02-28,09:24:00,16:44:24,7.34,Yes,Present
EMP036,2025-01-01,09:33:00,16:51:36,7.31,Yes,Present
EMP036,2025-01-02,09:34:00,18:14:12,8.67,Yes,Present
